sigla;iata;nombre;municipio;departamento;categoria;latitud;longitud;propietario;explotador;longitud_pista;ancho_pista;pbmo;orientacion;elevacion;resolucion;fecha_construccion;fecha_vigencia;clase;tipo;numero_vuelos_origen;gcd_departamental;gcd_municipal,,,
TRR;NA;TRES RIOS;Miraflores;Guaviare;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61;95;95200,,,
TSI;NA;SANTA BARBARA;Tesalia;Huila;Aeródromo;2.4583;-75.7419;NA;TEA S.A.;545;10;2000;13 | 31;2640;02-50953;NA;41351;1A;Fumigación;NA;41;41797,,,
TTM;TTM;TABLON DE TAMARA;Támara;Casanare;Aeródromo;5.7267;-72.1006;AEROCIVIL;AEROCIVIL;1317;30;12202;01 | 19;1650;644;05/06/1967;NA;2C;Aerocivil;13;85;85400,,,
TUE;NA;TUCANES - CA.;Montenegro;Quindío;Aeródromo;4.4758;-75.8411;OMAR LOZANO M.;AEROCLUB TUCANES;210;10;400;01 | 19;3900;4737;NA;11/09/2015;UL;Privado;4;63;63470,,,
TUN;NA;TUNJA;Tunja;Boyacá;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;136;15;15001,,,
UIB;UIB;EL CARAÑO;Quibdó;Chocó;Nacional;5.6908;-76.6412;AEROCIVIL;EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte;1300;30;63196;13 | 31;192;522;03/07/1968;NA;3C;Aerocivil;88706;27;27001,,,
ULQ;ULQ;FARFAN HERIBERTO GIL MAR;Tuluá;Valle del Cauca;Regional;4.0945;-76.2239;MUNICIPIO;MUNICIPIO;1100;45;33112;01 | 19;3132;1026;NA;NA;2C;Público;1116;76;76834,,,
ULT;NA;ULTRAMOJANA;Caucasia;Antioquia;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;5154,,,
UMB;NA;UMBRIA;Cumaral;Meta;Aeródromo;4.1906;-73.2617;JESUS M. CABALLERO;FARO LTDA.;580;10;2000;11 | 19;757;689;NA;NA;1A;Fumigación;2;50;50226,,,
URA;NA;PUERTO ESTRELLA;Uribia;La Guajira;Aeródromo;12.35;-71.3;CORREGIMIENTO;CORREGIMIENTO;1180;25;12202;10 | 28;20;3660;NA;NA;2B;Público;8;44;44847,,,
URM;URI;URIBE;Uribe;Meta;Aeródromo;3.2369;-74.3463;MUNICIPIO;MUNICIPIO;1000;20;15/F/B/X/U;12 | 30;2240;2404;NA;NA;2B;Público;5192;50;50370,,,
URR;URR;ALI PIEDRAHITA;Urrao;Antioquia;Regional;6.3273;-76.1409;AEROCIVIL;AEROCIVIL;865;10;6/F/A/X/T;15 | 33;6104;551;10/07/1968;NA;2A;Aerocivil;3524;5;5847,,,
VAL;NA;VALENCIA;Valencia;Córdoba;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23;23;23855,,,
VAP;NA;CAMPO ALEGRE;Valledupar;Cesar;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;20;20001,,,
VAR;NA;VARSOVIA;San Vicente del Caguán;Caquetá;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;18;18753,,,
VAV;NA;VARSOVIA;San Luis;Tolima;Aeródromo;4.0172;-75.1575;MAHECHA Y CASAS;SANIDAD VEGETAL CRUZ;920;10;2000;15 | 33;1200;1682;NA;42511;1A;Fumigación;NA;73;73678,,,
VCC;NA;EL DIAMANTE;San Carlos de Guaroa;Meta;Aeródromo;3.8844;-73.1595;EFA LTDA.;EFA LTDA.;800;10;2000;18 | 36;686;2634;NA;42153;1A;Fumigación;21;50;50680,,,
VCI;NA;LA REALIDAD;Villavicencio;Meta;Aeródromo;3.9961;-73.3769;JAVIER DIAZ BARON;COMERCIALIZADORA ECO;860;10;2000;02 | 20;915;1946;NA;42518;1A;Fumigación;NA;50;50001,,,
VDF;NA;VIGIA DEL FUERTE;Vigía del Fuerte;Antioquia;Aeródromo;6.5681;-76.8877;MUNICIPIO;MUNICIPIO;770;10;5/F/C/Y/T/;14 | 32;53;192;NA;43129;1A;Público;6466;5;5873,,,
VDP;NA;MADACI;Valledupar;Cesar;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;20;20001,,,
VEL;NA;VELASQUEZ;Puerto Boyacá;Boyacá;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2325;15;15572,,,
VGP;VGZ;CANANGUCHAL;Villagarzón;Putumayo;Regional;0.9785;-76.6064;AEROCIVIL;AEROCIVIL;1300;20;38/F/C/X/T;16 | 34;397;1270;09/05/1972;NA;3B;Aerocivil;5927;86;86885,,,
VIC;NA;EL CONVENTO;Villavicencio;Meta;Aeródromo;4.0227;-73.3529;EFA LTDA.;EFA LTDA.;800;10;2000;04 | 22;837;2634;NA;42153;1A;Fumigación;64;50;50001,,,
VIH;NA;VISTA HERMOSA;Vistahermosa;Meta;Aeródromo;3.1351;-73.7579;MUNICIPIO;MUNICIPIO;870;15;5670;18 | 36;150;4559;NA;41169;2A;Público;183;50;50711,,,
VIL;NA;PALMAS DEL CASANARE;Villanueva;Casanare;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;85;85440,,,
VLA;NA;VILLANUEVA;Villanueva;Casanare;Aeródromo;4.6371;-72.9498;MUNICIPIO;MUNICIPIO;1300;23;12202;05 | 23;1220;2807;NA;NA;2B;Fumigación;2140;85;85440,,,
VLE;NA;SEÑORIAS;Villanueva;Casanare;Aeródromo;0.3878;-72.7775;MAURO A. PINILLA VARGAS;TAES LTDA.;760;10;2000;10 | 28;538;1003;NA;43233;1A;Fumigación;NA;85;85440,,,
VLL;NA;VILLANUEVA;Villanueva;La Guajira;Aeródromo;10.5833;-73.0167;MUNICIPIO;MUNICIPIO;900;20;4000;03 | 21;600;3660;NA;NA;1A;Público;1;44;44874,,,
VLU;NA;PALMAR DE ORIENTE;Villanueva;Casanare;Aeródromo;4.4924;-72.8408;PALMAR DEL ORIENTE S.A.;PALMAR DEL ORIENTE S.A.;860;15;3000;04 | 22;643;4892;NA;11/10/2014;1A;Privado;53;85;85440,,,
VNL;NA;COLEGIAL;Villanueva;Casanare;Aeródromo;4.4945;-72.7719;SAMOS DE COL. LTDA;FUMIVILLA LTDA;700;10;2000;10 | 28;574;5913;NA;42297;1A;Fumigación;11;85;85440,,,
VNU;NA;SOCEAGRO;Villanueva;Casanare;Aeródromo;4.4881;-72.8319;SOCEAGRO;ASAM LTDA.;1100;12;2000;04 | 22;649;174;NA;43156;1A;Fumigación;6;85;85440,,,
VUP;VUP;ALFONSO LOPEZ PUMAREJO;Valledupar;Cesar;Nacional;10.4351;-73.2494;AEROCIVIL;AEROCIVIL -ORIENTE S.A.S.;2100;30;68/F/B/X/T;02 | 20;450;352;17/05/1968;NA;4C;Aerocivil;23158;20;20001,,,
VVA;NA;VILLANUEVA;Turbo;Antioquia;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69;5;5837,,,
VVC;VVC;VANGUARDIA;Villavicencio;Meta;Nacional;4.1684;-73.6147;AEROCIVIL;AEROCIVIL;1940;30;43/F/B/X/T;05 | 23;1366;499;12/06/1968;NA;3C;Aerocivil;117754;50;50001,,,
VVD;NA;LAS BRISAS;Villavicencio;Meta;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;114;50;50001,,,
VVJ;NA;SINAI;Villavieja;Huila;Aeródromo;3.3255;-75.1866;SANIDAD VEGETAL CRUZ VERDE;SANIDAD VEGETAL CRUZ VERDE;600;10;2500;09 | 27;1299;2136;NA;42853;1A;Fumigación;NA;41;41872,,,
VVL;NA;TAPA - CHICAMOCHA;Villavicencio;Meta;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;50;50001,,,
VVN;NA;NEIVA YORK - MILENA;Villavicencio;Meta;Aeródromo;4.0903;-73.2342;COMERCIALIZADORA ECO;COMERCIALIZADORA ECO;790;15;6500;04 | 22;754;398;NA;42784;1A;Fumigación;3;50;50001,,,
VVU;NA;SANTA ISABEL;Villavicencio;Meta;Aeródromo;3.9873;-73.2091;EFA LTDA.;EFA LTDA.;800;10;2000;09 | 27;689;2634;24/05/2012;42153;1A;Fumigación;1;50;50001,,,
YAG;NA;YAGUARA II;San Vicente del Caguán;Caquetá;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;18;18753,,,
YAP;NA;YAPIMA;Mitú;Vaupés;Aeródromo;1.0825;-69.4914;RESGUARDO INDIGENA;GOBERNACION DEL VAUPES;500;15;2300;12 | 30;600;3423;16/09/1997;NA;1A;Público;2;97;97001,,,
YOP;NA;TROMPILLOS;Yopal;Casanare;Aeródromo;5.0932;-72.1807;ALEXANDER RIVERA;CELTA LTDA.;800;15;2000;18 | 36;623;4736;06/09/2013;42626;1A;Fumigación;4;85;85001,,,
YPL;NA;CIENAGA;Yopal;Casanare;Aeródromo;5.2481;-72.8686;ALVARO MALAVER;SER.FUM.AER.CAS-SFA;890;10;2000;14 | 32;609;4216;06/08/2014;04/09/2017;1A;Fumigación;39;85;85001,,,
YPP;NA;GERMAN ALBERTO;Yopal;Casanare;Aeródromo;5.1875;-72.3191;JOSE NELSON PEREZ R.;CELTA LTDA.;800;15;2000;03 | 21;735;4511;16/08/2012;07/09/2015;1A;Fumigación;12;85;85001,,,
YYP;NA;LOS CABROS;Yopal;Casanare;Aeródromo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;85;85001,,,
ZPS;AZT;GUILLERMO GOMEZ ORTIZ;Zapatoca;Santander;Aeródromo;6.7674;-73.2846;MUNICIPIO;MUNICIPIO;700;14;2300;02 | 20;5918;11;09/01/1968;NA;1A;Público;30;68;68895,,,
